UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
AP;BR-210;199,000;200,000;1,000;10/09/2021;0,8550309;-52,0246067;;26,250
AP;BR-210;200,000;201,000;1,000;10/09/2021;0,8550309;-52,0246067;;25,000
AP;BR-210;201,000;202,000;1,000;10/09/2021;0,88690256;-52,0730633;;25,000
AP;BR-210;202,000;203,000;1,000;10/09/2021;0,88690256;-52,0730633;;25,000
AP;BR-210;203,000;204,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;204,000;205,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;205,000;206,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;206,000;207,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;207,000;208,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;208,000;209,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;209,000;210,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;210,000;211,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;211,000;212,000;1,000;10/09/2021;0,88690256;-52,0730633;;10,000
AP;BR-210;212,000;213,000;1,000;10/09/2021;0,88690256;-52,0730633;;32,500
AP;BR-210;213,000;214,000;1,000;10/09/2021;0,93187493;-52,1709237;;10,000
AP;BR-210;214,000;215,000;1,000;10/09/2021;0,93187493;-52,1709237;;10,000
AL;BR-416;29,600;28,000;1,600;15/09/2021;-8,948505;-35,853215;;100,000
AL;BR-416;28,000;27,000;1,000;15/09/2021;-8,948505;-35,853215;;100,000
AL;BR-416;27,000;26,000;1,000;15/09/2021;-8,944055;-35,7913366;;100,000
AL;BR-416;26,000;25,000;1,000;15/09/2021;-8,94214333;-35,7889766;;100,000
MG;BR-259;169,600;170,000;0,400;17/09/2021;-18,840955;-41,9547135;INÍCIO DO SNV 259BMG0180;40,000
MG;BR-259;170,000;171,000;1,000;17/09/2021;-18,8396471;-41,9561556;;52,500
MG;BR-259;171,000;172,000;1,000;17/09/2021;-18,8396471;-41,9561556;;52,500
MG;BR-259;172,000;172,800;0,800;17/09/2021;-18,8408757;-41,9546521;FINAL DO SNV 259BMG0180;66,250
PA;BR-163;676,000;677,000;1,000;17/09/2021;-4,3137915;-55,9593533;;75,000
PA;BR-163;677,000;678,000;1,000;17/09/2021;-4,3137915;-55,9593533;;70,000
PA;BR-163;678,000;679,000;1,000;17/09/2021;-4,3137915;-55,9593533;;51,250
PA;BR-163;679,000;680,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;680,000;681,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;681,000;682,000;1,000;17/09/2021;-4,3137915;-55,9593533;;70,000
PA;BR-163;682,000;683,000;1,000;17/09/2021;-4,3137915;-55,9593533;;70,000
PA;BR-163;683,000;684,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;684,000;685,000;1,000;17/09/2021;-4,3137915;-55,9593533;;70,000
PA;BR-163;685,000;686,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;686,000;687,000;1,000;17/09/2021;-4,3137915;-55,9593533;;67,500
PA;BR-163;687,000;688,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;688,000;689,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;689,000;690,000;1,000;17/09/2021;-4,3137915;-55,9593533;;67,500
PA;BR-163;690,000;691,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;691,000;692,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;692,000;693,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;693,000;694,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;694,000;695,000;1,000;17/09/2021;-4,3137915;-55,9593533;;73,750
PA;BR-163;695,000;696,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;696,000;697,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;697,000;698,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;698,000;699,000;1,000;17/09/2021;-4,3137915;-55,9593533;;70,000
PA;BR-163;699,000;700,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;700,000;701,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;701,000;702,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;702,000;703,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;703,000;704,000;1,000;17/09/2021;-4,3137915;-55,9593533;;63,750
PA;BR-163;722,100;723,000;0,900;17/09/2021;-4,1946576;-55,4893625;;63,750
PA;BR-163;723,000;724,000;1,000;17/09/2021;-4,1946576;-55,4893625;;63,750
PA;BR-163;732,680;733,000;0,320;17/09/2021;-4,1944675;-55,4910072;;56,250
PA;BR-163;733,000;734,000;1,000;17/09/2021;-4,1944675;-55,4910072;;57,500
PA;BR-163;734,000;735,000;1,000;17/09/2021;-4,1944675;-55,4910072;;63,750
PA;BR-163;735,000;736,000;1,000;17/09/2021;-4,1944675;-55,4910072;;63,750
PA;BR-163;736,000;737,000;1,000;17/09/2021;-4,1944675;-55,4910072;;70,000
PA;BR-163;737,000;738,000;1,000;17/09/2021;-4,1944675;-55,4910072;;63,750
PA;BR-163;676,000;677,000;1,000;20/09/2021;0;0;;51,250
PA;BR-163;677,000;678,000;1,000;20/09/2021;0;0;;55,000
PA;BR-163;678,000;679,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;679,000;680,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;680,000;681,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;681,000;682,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;682,000;683,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;683,000;684,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;684,000;685,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;685,000;686,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;686,000;687,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;687,000;688,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;688,000;689,000;1,000;20/09/2021;0;0;;68,750
PA;BR-163;689,000;690,000;1,000;20/09/2021;0;0;;68,750
PA;BR-163;690,000;691,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;691,000;692,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;692,000;693,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;693,000;694,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;694,000;695,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;695,000;696,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;696,000;697,000;1,000;20/09/2021;0;0;;67,500
PA;BR-163;697,000;698,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;698,000;699,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;699,000;700,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;700,000;701,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;701,000;702,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;702,000;703,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;703,000;704,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;704,000;705,000;1,000;20/09/2021;0;0;;63,750
PA;BR-163;722,100;723,000;0,900;20/09/2021;-4,1944355;-55,4886796;;56,250
PA;BR-163;723,000;724,000;1,000;20/09/2021;-4,1944355;-55,4886796;;56,250
PA;BR-163;724,000;725,000;1,000;20/09/2021;-4,1944355;-55,4886796;;50,000
PA;BR-163;732,680;733,000;0,320;20/09/2021;-4,1779427;-55,3689324;;62,500
PA;BR-163;733,000;734,000;1,000;20/09/2021;-4,1779427;-55,3689324;;62,500
PA;BR-163;734,000;735,000;1,000;20/09/2021;-4,1779427;-55,3689324;;62,500
PA;BR-163;735,000;736,000;1,000;20/09/2021;-4,1779427;-55,3689324;;62,500
PA;BR-163;736,000;737,000;1,000;20/09/2021;-4,1779427;-55,3689324;;63,750
PA;BR-163;737,000;738,000;1,000;20/09/2021;-4,1779427;-55,3689324;;62,500
PA;BR-230;1161,600;1162,000;0,400;21/09/2021;-4,2961846;-55,9583089;;68,750
PA;BR-230;1162,000;1163,000;1,000;21/09/2021;-4,2961846;-55,9583089;;72,500
PA;BR-230;1163,000;1164,000;1,000;21/09/2021;-4,2961846;-55,9583089;;72,500
PA;BR-230;1164,000;1165,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1165,000;1166,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1166,000;1167,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1167,000;1168,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1168,000;1169,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1169,000;1170,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1170,000;1171,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1171,000;1172,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1172,000;1173,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1173,000;1174,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1174,000;1175,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1175,000;1176,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1176,000;1177,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1177,000;1178,000;1,000;21/09/2021;-4,2961846;-55,9583089;;75,000
PA;BR-230;1178,000;1179,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1179,000;1180,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1180,000;1181,000;1,000;21/09/2021;-4,2961846;-55,9583089;;67,500
PA;BR-230;1181,000;1182,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1182,000;1183,000;1,000;21/09/2021;-4,2961846;-55,9583089;;61,250
PA;BR-230;1183,000;1184,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1184,000;1185,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1185,000;1186,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1186,000;1187,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1187,000;1188,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1188,000;1189,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1189,000;1190,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1190,000;1191,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1191,000;1192,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1192,000;1193,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1193,000;1194,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1194,000;1195,000;1,000;21/09/2021;-4,2961846;-55,9583089;;68,750
PA;BR-230;1195,000;1196,000;1,000;21/09/2021;-4,2961846;-55,9583089;;67,500
PA;BR-230;1196,000;1197,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1197,000;1198,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1198,000;1199,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1199,000;1200,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1200,000;1201,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1201,000;1202,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1202,000;1203,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1203,000;1204,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1204,000;1205,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1205,000;1206,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1206,000;1207,000;1,000;21/09/2021;-4,2961846;-55,9583089;;85,000
