;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;ICMNP
AM;BR-230;680,000;681,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;681,000;682,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;682,000;683,000;1,000;07/06/2023;-7,5151858;-63,037018;68,750
AM;BR-230;683,000;684,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;684,000;685,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;685,000;686,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;686,000;687,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;687,000;688,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;688,000;689,000;1,000;07/06/2023;-7,5151858;-63,037018;26,250
AM;BR-230;689,000;690,000;1,000;07/06/2023;-7,5151858;-63,037018;26,250
AM;BR-230;690,000;691,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;691,000;692,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;692,000;693,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;693,000;694,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;694,000;695,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;695,000;696,000;1,000;07/06/2023;-7,5151858;-63,037018;46,250
AM;BR-230;696,000;697,000;1,000;07/06/2023;-7,5151858;-63,037018;43,750
AM;BR-230;697,000;698,000;1,000;07/06/2023;-7,5151858;-63,037018;28,750
AM;BR-230;698,000;699,000;1,000;07/06/2023;-7,5151858;-63,037018;22,500
AM;BR-230;699,000;700,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;700,000;701,000;1,000;07/06/2023;-7,5151858;-63,037018;68,750
AM;BR-230;701,000;702,000;1,000;07/06/2023;-7,5151858;-63,037018;68,750
AM;BR-230;702,000;703,000;1,000;07/06/2023;-7,5151858;-63,037018;65,000
AM;BR-230;703,000;704,000;1,000;07/06/2023;-7,5151858;-63,037018;62,500
AM;BR-230;704,000;705,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;705,000;706,000;1,000;07/06/2023;-7,5151858;-63,037018;68,750
AM;BR-230;706,000;707,000;1,000;07/06/2023;-7,5151858;-63,037018;68,750
AM;BR-230;707,000;708,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;708,000;709,000;1,000;07/06/2023;-7,5151858;-63,037018;66,250
AM;BR-230;709,000;710,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;710,000;711,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;711,000;712,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;712,000;713,000;1,000;07/06/2023;-7,5151858;-63,037018;75,000
AM;BR-230;713,000;714,000;1,000;07/06/2023;-7,5151858;-63,037018;81,250
AM;BR-230;714,000;715,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;715,000;716,000;1,000;07/06/2023;-7,5151858;-63,037018;83,750
AM;BR-230;716,000;717,000;1,000;07/06/2023;-7,5151858;-63,037018;80,000
AM;BR-230;717,000;718,000;1,000;07/06/2023;-7,5151858;-63,037018;75,000
AM;BR-230;718,000;719,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;719,000;720,000;1,000;07/06/2023;-7,5151858;-63,037018;95,000
AM;BR-230;720,000;721,000;1,000;07/06/2023;-7,5151858;-63,037018;83,750
AM;BR-230;721,000;722,000;1,000;07/06/2023;-7,5151858;-63,037018;83,750
AM;BR-230;722,000;723,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;723,000;724,000;1,000;07/06/2023;-7,5151858;-63,037018;78,750
AM;BR-230;724,000;725,000;1,000;07/06/2023;-7,5151858;-63,037018;72,500
AM;BR-230;725,000;726,000;1,000;07/06/2023;-7,5151858;-63,037018;60,000
AM;BR-230;726,000;727,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;727,000;728,000;1,000;07/06/2023;-7,5151858;-63,037018;60,000
AM;BR-230;728,000;729,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;729,000;730,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;730,000;731,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;731,000;732,000;1,000;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-230;732,000;733,200;1,200;07/06/2023;-7,5151858;-63,037018;73,750
AM;BR-319;589,400;588,000;1,400;08/06/2023;-7,5140632;-63,0212305;33,750
AM;BR-319;588,000;587,000;1,000;08/06/2023;-6,9795596;-63,0969148;91,250
AM;BR-319;587,000;586,000;1,000;08/06/2023;-6,9744502;-63,0945469;67,500
AM;BR-319;586,000;585,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;585,000;584,000;1,000;08/06/2023;-6,9683334;-63,0935863;73,750
AM;BR-319;584,000;583,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;583,000;582,000;1,000;08/06/2023;-6,9683334;-63,0935863;97,500
AM;BR-319;582,000;581,000;1,000;08/06/2023;-6,9683334;-63,0935863;80,000
AM;BR-319;581,000;580,000;1,000;08/06/2023;-6,9683334;-63,0935863;67,500
AM;BR-319;580,000;579,000;1,000;08/06/2023;-6,9683334;-63,0935863;80,000
AM;BR-319;579,000;578,000;1,000;08/06/2023;-6,9683334;-63,0935863;66,250
AM;BR-319;578,000;577,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;577,000;576,000;1,000;08/06/2023;-6,9683334;-63,0935863;80,000
AM;BR-319;576,000;575,000;1,000;08/06/2023;-6,9683334;-63,0935863;80,000
AM;BR-319;575,000;574,000;1,000;08/06/2023;-6,9683334;-63,0935863;98,750
AM;BR-319;574,000;573,000;1,000;08/06/2023;-6,9683334;-63,0935863;77,500
AM;BR-319;573,000;572,000;1,000;08/06/2023;-6,9683334;-63,0935863;66,250
AM;BR-319;572,000;571,000;1,000;08/06/2023;-6,9683334;-63,0935863;58,750
AM;BR-319;571,000;570,000;1,000;08/06/2023;-6,9683334;-63,0935863;67,500
AM;BR-319;570,000;569,000;1,000;08/06/2023;-6,9683334;-63,0935863;77,500
AM;BR-319;569,000;568,000;1,000;08/06/2023;-6,9683334;-63,0935863;73,750
AM;BR-319;568,000;567,000;1,000;08/06/2023;-6,9683334;-63,0935863;95,000
AM;BR-319;567,000;566,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;566,000;565,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;565,000;564,000;1,000;08/06/2023;-6,9683334;-63,0935863;87,500
AM;BR-319;564,000;563,000;1,000;08/06/2023;-6,9683334;-63,0935863;82,500
AM;BR-319;563,000;562,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;562,000;561,000;1,000;08/06/2023;-6,9683334;-63,0935863;80,000
AM;BR-319;561,000;560,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;560,000;559,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;559,000;558,000;1,000;08/06/2023;-6,9683334;-63,0935863;98,750
AM;BR-319;558,000;557,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;557,000;556,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;556,000;555,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;555,000;554,000;1,000;08/06/2023;-6,9683334;-63,0935863;81,250
AM;BR-319;554,000;553,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;553,000;552,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;552,000;551,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;551,000;550,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;550,000;549,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;549,000;548,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;548,000;547,000;1,000;08/06/2023;-6,9683334;-63,0935863;97,500
AM;BR-319;547,000;546,000;1,000;08/06/2023;-6,9683334;-63,0935863;97,500
AM;BR-319;546,000;545,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;545,000;544,000;1,000;08/06/2023;-6,9683334;-63,0935863;90,000
AM;BR-319;544,000;543,000;1,000;08/06/2023;-6,9683334;-63,0935863;70,000
AM;BR-319;543,000;542,000;1,000;08/06/2023;-6,9683334;-63,0935863;52,500
AM;BR-319;542,000;541,000;1,000;08/06/2023;-6,9683334;-63,0935863;45,000
AM;BR-319;541,000;540,000;1,000;08/06/2023;-6,9683334;-63,0935863;71,250
AM;BR-319;540,000;539,000;1,000;08/06/2023;-6,9683334;-63,0935863;77,500
AM;BR-319;539,000;538,000;1,000;08/06/2023;-6,9683334;-63,0935863;82,500
AM;BR-319;538,000;537,000;1,000;08/06/2023;-6,9683334;-63,0935863;93,750
AM;BR-319;537,000;536,000;1,000;08/06/2023;-6,9683334;-63,0935863;93,750
AM;BR-319;536,000;535,000;1,000;08/06/2023;-6,9683334;-63,0935863;82,500
AM;BR-319;535,000;534,000;1,000;08/06/2023;-6,9683334;-63,0935863;83,750
AM;BR-319;534,000;533,000;1,000;08/06/2023;-6,9683334;-63,0935863;77,500
AM;BR-319;533,000;532,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;532,000;531,000;1,000;08/06/2023;-6,9683334;-63,0935863;87,500
AM;BR-319;531,000;530,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;530,000;529,000;1,000;08/06/2023;-6,9683334;-63,0935863;91,250
AM;BR-319;529,000;528,000;1,000;08/06/2023;-6,9683334;-63,0935863;88,750
AM;BR-319;528,000;527,000;1,000;08/06/2023;-7,5126501;-63,0311308;88,750
AM;BR-319;527,000;526,000;1,000;08/06/2023;-7,5126501;-63,0311308;91,250
AM;BR-319;526,000;525,000;1,000;08/06/2023;-7,5126501;-63,0311308;85,000
AM;BR-319;525,000;524,000;1,000;08/06/2023;-7,5126501;-63,0311308;90,000
AM;BR-319;524,000;523,000;1,000;08/06/2023;-7,5126501;-63,0311308;91,250
AM;BR-319;523,000;522,000;1,000;08/06/2023;-7,5126501;-63,0311308;91,250
AM;BR-319;522,000;521,000;1,000;08/06/2023;-7,5126501;-63,0311308;90,000
AM;BR-319;521,000;520,000;1,000;08/06/2023;-7,5126501;-63,0311308;87,500
AM;BR-319;520,000;519,000;1,000;08/06/2023;-7,5126501;-63,0311308;91,250
AM;BR-319;519,000;518,000;1,000;08/06/2023;-7,5126501;-63,0311308;77,500
AM;BR-319;518,000;517,000;1,000;08/06/2023;-7,5126501;-63,0311308;91,250
AM;BR-319;517,000;516,000;1,000;08/06/2023;-7,5126501;-63,0311308;75,000
AM;BR-319;516,000;515,000;1,000;08/06/2023;-7,5126501;-63,0311308;61,250
