;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;ICC;ICP;ICM
PA;BR-230;144,000;145,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;145,000;146,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;146,000;147,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;147,000;148,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;148,000;149,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;149,000;150,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;150,000;151,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;151,000;152,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;152,000;153,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;153,000;154,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;154,000;155,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;155,000;156,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;156,000;157,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;157,000;158,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;158,000;159,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;159,000;160,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;160,000;161,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;161,000;162,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;162,000;163,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;163,000;164,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;164,000;165,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;165,000;166,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;166,000;167,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;167,000;168,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;168,000;169,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;169,000;170,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;170,000;171,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;171,000;172,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;172,000;173,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;173,000;174,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;174,000;175,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;175,000;176,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;176,000;177,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;177,000;178,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;178,000;179,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;179,000;180,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;180,000;181,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;181,000;182,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;182,000;183,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;183,000;184,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;184,000;185,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;185,000;186,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;186,000;187,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;187,000;188,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;188,000;189,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;189,000;190,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;190,000;191,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;191,000;192,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;192,000;193,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;193,000;194,000;1,000;23/12/2022;-5,1413601;-49,3520482;25,000;0,000;7,500
PA;BR-230;194,400;195,000;0,600;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;195,000;196,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;196,000;197,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;197,000;198,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;198,000;199,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;199,000;200,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;200,000;201,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;201,000;202,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;202,000;203,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;203,000;204,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;204,000;205,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;205,000;206,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;206,000;207,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;207,000;208,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;208,000;209,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;209,000;210,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;210,000;211,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;211,000;212,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;212,000;213,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;213,000;214,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;214,000;215,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;215,000;216,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;216,000;217,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;217,000;218,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;218,000;219,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;219,000;220,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;220,000;221,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;221,000;222,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;222,000;223,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;223,000;224,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;224,000;225,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;225,000;226,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;226,000;227,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;227,000;228,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;228,000;229,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;229,000;230,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;230,000;231,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;231,000;232,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;232,000;233,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;233,000;234,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;234,000;235,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;235,000;236,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;236,000;237,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;237,000;238,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;238,000;239,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;239,000;240,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;240,000;241,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;241,000;242,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;242,000;243,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;243,000;244,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;244,000;245,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;245,000;246,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;246,000;247,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;247,000;248,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;248,000;249,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;249,000;250,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;250,000;251,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;251,000;252,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;252,000;253,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;253,000;254,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;254,000;255,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;255,000;256,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;256,000;257,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;257,000;258,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;258,000;259,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;259,000;260,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;260,000;261,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;261,000;262,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;262,000;263,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;263,000;264,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;264,000;265,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;265,000;266,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;266,000;267,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;267,000;268,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;268,000;269,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;269,000;270,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;270,000;271,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;271,000;272,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;272,000;273,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;273,000;274,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-230;274,000;275,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;12,500;23,750
PA;BR-230;275,000;276,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;12,500;23,750
PA;BR-230;276,000;277,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;277,000;278,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;278,000;279,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;279,000;280,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;280,000;281,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;281,000;282,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;282,000;283,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;283,000;284,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;284,000;285,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;285,000;286,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;286,000;287,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;287,000;288,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;288,000;289,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;289,000;290,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;290,000;291,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;291,000;292,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;292,000;293,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;293,000;294,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;294,000;295,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;295,000;296,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;296,000;297,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;297,000;298,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;298,000;299,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;299,000;300,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;300,000;301,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;301,000;302,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;302,000;303,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;303,000;304,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;304,000;305,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;305,000;306,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-230;306,000;307,000;1,000;23/12/2022;-5,1389684;-49,3413981;50,000;25,000;32,500
PA;BR-153;41,700;42,000;0,300;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;42,000;43,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;43,000;44,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;44,000;45,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;45,000;46,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;46,000;47,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;47,000;48,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;48,000;49,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;49,000;50,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;50,000;51,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;51,000;52,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;52,000;53,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;53,000;54,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;54,000;55,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;55,000;56,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;56,000;57,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;57,000;58,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;58,000;59,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;59,000;60,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;60,000;61,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;61,000;62,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;62,000;63,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;63,000;64,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;64,000;65,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;65,000;66,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;66,000;67,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;67,000;68,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;68,000;69,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;69,000;70,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;70,000;71,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;71,000;72,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;72,000;73,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;73,000;74,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;74,000;75,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;75,000;76,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;76,000;77,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;77,000;78,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;78,000;79,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;79,000;80,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;80,000;81,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;81,000;82,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;82,000;83,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;83,000;84,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;84,000;85,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;85,000;86,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;86,000;87,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;87,000;88,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;88,000;89,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;89,000;90,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;90,000;91,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;91,000;92,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;92,000;93,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;93,000;94,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;94,000;95,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;95,000;96,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;96,000;97,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;97,000;98,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;98,000;99,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;99,000;100,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;100,000;101,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;101,000;102,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;102,000;103,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;103,000;104,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;104,000;105,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;105,000;106,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;106,000;107,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;107,000;108,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;108,000;109,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
PA;BR-153;109,000;110,000;1,000;23/12/2022;-5,1389684;-49,3413981;25,000;0,000;7,500
