;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
BA;BR-349;381,000;382,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;56,250
BA;BR-349;382,000;383,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;58,750
BA;BR-349;383,000;384,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;38,750
BA;BR-349;384,000;385,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;15,000
BA;BR-349;385,000;386,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;23,750
BA;BR-349;386,000;387,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;11,250
BA;BR-349;387,000;388,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;26,250
BA;BR-349;388,000;389,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;58,750
BA;BR-349;389,000;390,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;56,250
BA;BR-349;390,000;391,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;48,750
BA;BR-349;391,000;392,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;81,250
BA;BR-349;392,000;393,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;67,500
BA;BR-349;393,000;394,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;50,000
BA;BR-349;394,000;395,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;66,250
BA;BR-349;395,000;396,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;58,750
BA;BR-349;396,000;397,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;70,000
BA;BR-349;397,000;398,000;1,0000;12/07/2022;-12,2689842;-38,9504418;;71,250
BA;BR-349;398,000;399,000;1,0000;12/07/2022;-12,2689598;-38,9504164;;52,500
BA;BR-349;399,000;400,000;1,0000;12/07/2022;-12,2689598;-38,9504164;;40,000
BA;BR-349;400,000;401,000;1,0000;12/07/2022;-12,2689598;-38,9504164;;53,750
BA;BR-349;401,000;402,000;1,0000;12/07/2022;-12,2689598;-38,9504164;;46,250
BA;BR-349;402,000;403,000;1,0000;12/07/2022;-12,2689598;-38,9504164;;46,250
BA;BR-330;642,300;643,000;0,7000;13/07/2022;-12,2689689;-38,950445;;0,000
BA;BR-330;643,000;644,000;1,0000;13/07/2022;-12,2689689;-38,950445;;48,750
BA;BR-330;644,000;645,000;1,0000;13/07/2022;-12,2689689;-38,950445;;45,000
BA;BR-330;645,000;646,000;1,0000;13/07/2022;-12,2689689;-38,950445;;46,250
BA;BR-330;646,000;647,000;1,0000;13/07/2022;-12,2689689;-38,950445;;33,750
BA;BR-330;647,000;648,000;1,0000;13/07/2022;-12,2689689;-38,950445;;43,750
BA;BR-330;648,000;649,000;1,0000;13/07/2022;-12,2689689;-38,950445;;31,250
BA;BR-330;649,000;650,000;1,0000;13/07/2022;-12,2689689;-38,950445;;52,500
BA;BR-330;650,000;651,000;1,0000;13/07/2022;-12,2689689;-38,950445;;33,750
BA;BR-330;651,000;652,000;1,0000;13/07/2022;-12,2689689;-38,950445;;43,750
BA;BR-330;652,000;653,000;1,0000;13/07/2022;-12,2689689;-38,950445;;48,750
BA;BR-330;653,000;654,000;1,0000;13/07/2022;-12,2689689;-38,950445;;43,750
